"","link","pdate","art"
"135","https://timesofindia.indiatimes.com/city/lucknow/gang-selling-fake-blood-busted-5-held/articleshow/66386687.cms",2018-10-27,"A gang selling adulterated blood was busted in Faizullaganj area of Madiaon with the arrest of five persons, including the mastermind, on Friday. The arrests were made by UP Special Task Force. The accused were identified as Naseem Ali, Rashid, Raghvendra Pratap Singh, Pankaj Tripathi and Rajnish Nigam, all residents of Lucknow. Ali was the gang’s mastermind and ownercum doctor of a nursing home in Faizullaganj. Raghvendra and Pankaj work as technicians at a private blood bank in city. STF got a tip-off that the gang used to collect and prepare blood bags in Ali’s home in Rukmaniganj in Faizullaganj and sold it illegally in prominent government hospitals. The gang also had a small unit in sixth lane in Nishatganj. STF sleuths recovered 8,000 fake blood labels of city hospitals, blood bags, seals and kits of famous druggists, HIV testing kits etc, from Ali’s home. Gang members paid donors Rs 200-300SSP STF Abhishek Singh said the information about the gang was provided by a victim who had bought blood from the gang. Ali used to mix saline water in blood donated by poor and drug addicts. Rashid scouted for donors and paid them Rs 200-300. Donors were brought to Ali’s home where their blood was collected. Later, a unit of blood was mixed with saline-water in a blood-bag. “Only registered blood banks get the blood bags. Raghvendra and Pankaj used to smuggle these bags from their blood bank and sold them to Ali for Rs 100 each,” SSP STF. The blood bags were then illegally sold to patients for Rs 2,000-3,000 by gang member Rajnish Nigam in government hospitals like KGMU, Balrampur and Civil hospital. “The blood was given to gullible at Rs 2000-3000, they were also not asked to get blood donated in return,” SSP STF said. DySP STF Amit Nagar, who carried out the operation, told TOI that Ali had learnt the technique of blood storage and transfusion by working as a laboratory technician at a private blood bank in 2017. There he came in contact with Raghvendra and Pankaj and they decided to start their an illegal blood bank, added Nagar. Ali had also been in Delhi briefly where he learnt about mixing saline water in blood for making a large volume. The gang members did not run the mandatory tests on the collected blood."
"136","https://timesofindia.indiatimes.com/city/kochi/rehana-fathima-is-no-pilgrim/articleshow/66289668.cms",2018-10-20,"By J DevikaEver since chief minister Pinarayi Vijayan declared CPM’s commitment to Kerala’s unique legacy of enlightened Hinduism on the Sabarimala issue, I have been wondering about the relative absence of CPM’s mass organization of women, whose membership runs into lakhs. I have firsthand knowledge that very many of its members are devout Hindus. If CPM were serious about drawing upon this legacy, I wondered, why is it that they are not making an active effort to encourage these women (and devout men in their other mass organizations) to embrace the Supreme Court’s valiant effort to ensure gender equality in the Hindu faith? Why is it not actively campaigning within its fold that undertaking the Sabarimala pilgrimage at this crucial moment in history is a key gesture of self-respect for female devotees? If CPM would have done that, we would not have been subject to this extremely painful sight of women trying to make it to the shrine, only to be violently ejected by criminals, hooligans and frenzied women, all emboldened by the brazen takeover of public space there by Hindutva elements. Definitely, CPM could have made sure that believers in their fold, male and female, made it to the shrine safe and sound. If so, stray ‘activists’ need not have risked their lives. I do not know if Rehana Fathima, a young woman who has often cocked a snook at conservative gender/sexual norms, who attempted the pilgrimage on Friday, was deliberately set up by Hindutva elements to create the impression that the shrine was in the danger of being sullied by ‘bad/women’ who are also non-Hindu. I don’t know if minister Kadakampally Surendran’s intervention was really to avert violence. Even if his intervention was really to that end, his indignant pronouncement that Sabarimala was not a playground for ‘activists’ did irreversible harm. In itself, there is nothing wrong with Rehana’s action: the Supreme Court permits women’s entry now and tradition does not bar people of other faiths from visiting the shrine. There are no standards established to measure the intensity of belief; even if they do exist, they are not applied to potential male pilgrims. It may indeed be the case that there were good reasons for the minister to stop Rehana. My point is, however, about the discourse he couches it in, which turns it into an affront against ‘believers’. This is not mitigated by his shrewd choice of words – ‘activist’, instead of ‘Muslim-born’, or ‘wayward woman’. One is even persuaded to think that CPM and BJP have arrived at a resolution of this chicken-game-like situation in which neither party can turn back without suffering loss of face. The resolution involves setting up an ‘other’ around which ‘true believers’ may consolidate themselves, the constituency of BJP, but one which CPM would like to woo too. Kadakampally’s offended tone directed at the ‘activist’ would help CPM do exactly this as it conveys a commitment to the purity of the shrine, even as it continues to encourage the ‘believing’/ ‘good’ woman! The stance adopted by CPM supporters – that they do not ask any woman to visit the shrine, only ensure a safe pilgrimage for any woman who chooses to go – creates the impression that there are no believers among them and therefore the toil of democratizing the Hindu community does not fall on them. This allows them to keep their mainstream Hindu base more or less invisible, exempt themselves from the burden of shaping new believers from within, and at the same time, keep up the appearance of neutrality in matters of religious faith. Nevertheless, they do want to gain from the social momentum unleashed by the Supreme Court judgment. Hence the goodcop bad-cop game: Pinarayi thunders about the legacy of Kerala’s social democratization in general (or Kodiyeri Balakrishnan defends ‘activists’); Kadakampally reacts in harsh tones against the specific instance of a ‘women’s activist’ trying to make hay while the sun shines. Kadakampally keeps his liberal-Hindu image, of one who supports ‘true women of the faith’ and simultaneously signals his commitment to the ‘purity of Sabarimala.’ The scapegoat in this sordid game is the ‘activist’ woman, a figure feared by both Hindutva right wing and Left-wing mainstream. There can be little doubt that these ‘activist’ women have caused these authorities the greatest worry in recent years. From sex workers to nuns, teagarden labourers to glamorous film stars, from the delicate-looking but steelwilled Hadiya to fearless young dalit women students, they have repeatedly, persistently, challenged the mainstream consensus on gender justice and social order – despite, mind you, the combined might of the police, the lower judiciary, caste leaders, community authorities, school principals, tearful parents, armies of hostile relatives, sexual offenders in offices, foul-mouthed male hordes online. Maybe history will treat Kadakampally’s reference as a compliment, albeit oblique. The writer is a scholar and author."
"137","https://timesofindia.indiatimes.com/india/hiv-spread-declining-but-not-all-states-show-progress/articleshow/65816941.cms",2018-09-15,"India had around 21.40 lakh people living with HIV/AIDS in 2017, but adult HIV prevalence among 15-49-year-old people has been declining, and was estimated at 0.22% for last year. Also, at 69,000 AIDS-related deaths in 2017, the annual decline is almost 71%. But the declining rates don’t tell the full story as there are several states showing a rising trend. Mizoram had the highest adult HIV prevalence in 2017, followed by Manipur at 1.43% and Nagaland at 1.15%. Maharashtra accounted for 15% of the national total. It was followed by Andhra Pradesh, Karnataka, Telangana, Bengal, Tamil Nadu, UP and Bihar. Around 87,000 new HIV infections were reported in 2017, marking an 85% decline in annual new HIV infections since the peak of 1995. New infections have increased in Arunachal Pradesh, Assam, Mizoram, Meghalaya and Uttarakhand . On the other hand, Bihar, Bengal, Telangana, Delhi, Jharkhand and Haryana had decline rates lower than national average. Telengana topped in new HIV infections with about 9,324 new cases in 2017, which accounted for 11% of total new HIV infections. It is followed by Bihar, Bengal, UP, Andhra Pradesh, Maharashtra, Karnataka and Gujarat. Together these 8 states account for two-thirds of all new annual HIV infections in India."
"138","https://timesofindia.indiatimes.com/city/shillong/karnataka-has-third-highest-number-of-hiv-patients/articleshow/65816915.cms",2018-09-15,"Karnataka has the third highest number of HIV/AIDS patients in the country, a report released by the National AIDS Control Organisation shows. The overall prevalence of HIV/ AIDS is sliding but the number of new cases is rising in some states, including Assam, Mizoram and Meghalaya. By the end of 2017, India had an estimated 21.4 lakh people living with HIV. Maharashtra, at 3.3 lakh, had the highest number, followed by AP (2.7 lakh) and Karnataka (2.5 lakh)."
"139","https://timesofindia.indiatimes.com/city/guwahati/karnataka-has-third-highest-number-of-hiv-patients/articleshow/65816916.cms",2018-09-15,"Karnataka has the third highest number of HIV/AIDS patients in the country, a report released by the National AIDS Control Organisation shows. The overall prevalence of HIV/ AIDS is sliding but the number of new cases is rising in some states, including Assam, Mizoram and Meghalaya. By the end of 2017, India had an estimated 21.4 lakh people living with HIV. Maharashtra, at 3.3 lakh, had the highest number, followed by AP (2.7 lakh) and Karnataka (2.5 lakh)."
"140","https://timesofindia.indiatimes.com/city/bengaluru/karnataka-has-third-highest-number-of-hiv-patients/articleshow/65816859.cms",2018-09-15,"Karnataka has the third highest number of HIV/AIDS patients in the country, a report released by the National AIDS Control Organisation shows. The overall prevalence of HIV/ AIDS is sliding but the number of new cases is rising in some states, including Assam, Mizoram and Meghalaya. By the end of 2017, India had an estimated 21.4 lakh people living with HIV. Maharashtra, at 3.3 lakh, had the highest number, followed by AP (2.7 lakh) and Karnataka (2.5 lakh)."
"141","https://timesofindia.indiatimes.com/city/kohima/karnataka-has-third-highest-number-of-hiv-patients/articleshow/65816917.cms",2018-09-15,"Karnataka has the third highest number of HIV/AIDS patients in the country, a report released by the National AIDS Control Organisation shows. The overall prevalence of HIV/ AIDS is sliding but the number of new cases is rising in some states, including Assam, Mizoram and Meghalaya. By the end of 2017, India had an estimated 21.4 lakh people living with HIV. Maharashtra, at 3.3 lakh, had the highest number, followed by AP (2.7 lakh) and Karnataka (2.5 lakh)."
"142","https://timesofindia.indiatimes.com/city/delhi/audacity-of-crime-caught-police-totally-by-surprise/articleshow/66189748.cms",2018-10-13,"NEW Friday's bank robbery is not good news for Delhi Police. For at least a decade, none had dared target a bank in this manner. The cops are apprehensive that the successful day-time heist may have removed the fear of potential robbers of being nabbed on the bank premises by the customers and employees or of being surrounded by police alerted via secret alarms. The cops were able to recall only two bank-related crimes in the past few years, both burglaries carried out in at night. In the first incident in August last year, three thieves managed to sneak into Syndicate Bank in Mukherjee Nagar through the window. Taking advantage of the weekend closure, the men managed to hack the window grilles to enter the building. They made away with Rs 2.3 lakh worth of coins in 46 polythene bags. The cops, however, did not have to pursue the intruders for long and nabbed them within 48 hours. In the second incident on December 22, 2017, the three men involved dug a tunnel to the Cooperative Bank in outer Delhi's Mundka from a vacant adjacent plot. Armed with gas cutters and cylinders, they drilled a hole in the wall, entered the building one by one and disabled the CCTV cameras and the security alarm. The trio took away the CCTV footage recorders along with around Rs 30 lakh in cash and some jewellery having broken into at least 15 lockers. The cops arrested the three men after a month of investigation. Rather than break-ins of this sort, robbing of cash vans has been more common in the city these last five years or so. The criminals take advantage of the fact that cash companies often ferry large amounts of money to and from banks without providing police with prior information. In April this year, for instance, robbers shot dead two and fled with Rs 12 lakh from a cash van. Some incidents have involved the employees of the cash replenishment firms. They were caught stealing cash while refilling ATMs. However, an armed robbery was an unheard of for a lengthy period. For a city that is under constant terror threat, Friday's incident can set a precedent and encourage criminals and terrorists to execute similar capers to fund their gang and illegal activities. The Delhi Police brass has asked joint commissioners and deputy commissioners to take steps in this regard and conduct meetings with bank officials to sensitise them about the security measures that need to be taken to avert robberies."
"143","https://timesofindia.indiatimes.com/city/kolkata/smoke-detected-at-bagri-market-in-kolkata/articleshow/66185504.cms",2018-10-12,"Smoke was detected in a pile of debris inside room number 213 in the gutted portion of Bagri market on Friday morning. Two fire tenders took 15 minutes to extinguish it. A fire on September 16 had ravaged a portion of Bagri market gutting almost 200 shops. The market has been shut since then and a lot of debri is yet to be removed. “Smoke was detected at the debris from the gutted Bagri Market. The source of the smoke could not be detected. There must have been a spark, which can be triggered by cigarette butt also. The smoke could be contended before the fire tender reach there. But we have stationed one fire tender there. KMC has been working to clear the debris to avert any untoward incident, said a senior fire brigade officer. The smoke was detected at 9.20 am and it was extinguished by 9.35 am. “It seems the smoke was due to some heat trapped in one of the pockets. Everything is normal. The fire department did a very good job,” said Asutosh Singh, the president of the Bagri Market Central Kolkata Traders’ Welfare Association. Room number 213 is located on the second floor of the C block of the market which has been the worst affected portion in the market. The fire raged for over 82 hours due to the presence of inflammable material and defunct fire system inside the market."
"144","https://timesofindia.indiatimes.com/city/pune/ruts-waterlogging-gravel-mar-a-pleasant-drive-on-wanowrie-marg/articleshow/66208552.cms",2018-10-15,"The Wanowrie Marg, an arterial 2km road for residents of Wanowrie and parts of Kondhwa, is in a shambles from the T-junction at Prince of Wales Drive till the Mhammadevi Chowk near St Mary’s Church and beyond on General Bhagat Marg. The road is traffic laden throughout the day. Travelling along the Command Hospital road has been a nightmarish experience for NIBM Road resident Rahul Bahal. The numerous potholes, ruts in the road and loose gravel dislodged by the steady traffic are the cause. Bahal has been using the road for several years now. The potholes re-appear almost immediately after repairs are undertaken, he said. “I have been travelling along this road for eight years, first, to go to college and now for work. The patch around Command Hospital near the Armed Forces Medical College is a big problem. The road is waterlogged even after a light shower and even if repaired the road gets damaged quickly. It is a big inconvenience for hundreds of commuters. Loose gravel at many spots spreads by the day on the road posing a threat to motorists, especially two-wheeler riders,” he said. Bahal added that good quality repairs and a permanent solution is a must to improve the road conditions. Other commuters from the area have questioned the quality of repairs undertaken in the patch due to the recurring potholes year on year. Wanowrie resident Yuvraj Chaudhary said, “ Potholes appear at the same spots as the previous year. The road condition from outside The Bishop’s School to the Prince of Wales Drive has deteriorated over the years despite repairs. There are huge potholes outside this school, St Mary’s School, at the St Mary’s Church junction and beyond the signal too. Thousands of children commute daily on this road and the condition of the road poses a risk to all of them.” Petrol dealer Ali Daruwalla, who has his petrol pump in the area, said he has often seen two-wheelers skid due to the gravel on the road. “The condition of the road is deplorable and no one has taken any cognizance of the situation. Some day there may be a huge accident. Before it happens, the authorities must wake up. The road needs to be repaired as people are skidding and getting hurt. Authorities must take responsibility for the road and get work done at the earliest to avert any major accident,” he said. Chief executive officer of Pune Cantonment Board DN Yadav said, “The road is under maintenance by Military Engineering Services. We cannot undertake repairs on this road.” The stretch comes under Garrison Engineer (south) and Garrison Engineer (north). “We have carried out a post-monsoon survey of the stretch. But, we could not commence the repair work as the budgetary allocation has not been sanctioned as yet,” a senior defence official told TOI on Saturday."
"145","https://timesofindia.indiatimes.com/city/kolkata/an-hiv-positive-dream-hits-house-hurdle-in-city/articleshow/63162870.cms",2018-03-04,"They are a bunch of 10 ordinary teenagers, who nourish the dream of making it big. But their HIV-positive status has turned them into social pariahs, with the city offering them no space to pursue their entrepreneurial dreams. Out to open their own café called “Cafe Positive”, all they have met with for the last three months is a big negative. No house-owner in some of south Kolkata’s posh localities has been willing to rent out space once told about “who will manage and run the shop”. While a few landlords have straightaway refused saying “e paray erom cholbena (such business won’t run in this neighbourhood)”, others have been courteous enough with financial help and old clothes, but pleaded helplessness in renting out space to the 18-plus teens. The NGO funding the café and trying to find a 750sqft space has approached over a dozen owners since December at locations like Golpark, Dover Lane, Lake Road, Hindustan Park and Purna Das Road. “We have been looking for a suitable space for the café since December and approached a number of house-owners directly and through brokers. The owners initially seemed excited at the concept, but the moment they learnt that the shop will be managed and run solely by HIV-positive children, they backed out,” said Kallol Ghosh, founder of Anandaghar, a shelter for abandoned HIV/AIDS-infected children. TOI spoke to two house-owners, one at Lake Road and the other at Dover Lane. “I would not mind renting out space to them. But we live in a joint family and some members have objections. I could not convince them, so I rejected the offer,” said a landlady. The house-owner at Dover Lane, too, blamed her neighbours and family. “I don’t know how people in our neighbourhood would react to it. I know there are many misconceptions associated with HIV. I don’t think I am in a position to convince everyone. Moreover, I have now decided to rent the space to a boutique and not an eatery,” he said. The Human Immunodeficiency Virus and Acquired Immune Deficiency Syndrome (Prevention and Control) Bill, 2017 defines what can count as discrimination against HIV-positive people. It lists that denial or discontinuation of employment, education, healthcare services, renting or residing property, standing for public or private office will count as discrimination along with unfair treatment in any of the above mentioned categories. The shelter at Narendrapur is home to around 70-odd young patients and this café project is part of an initiative to make a group self-sufficient. The NGO will give the initial funds and later hand over the management of the café to the 10 boys and girls, who would be running it. “We have been undergoing training at this shelter and can’t wait to start our café. We know the disease we suffer from and how it spreads or what precautions we need to take. But strangely, the adults don’t understand that HIV doesn’t spread through touch and often hesitate to even shake hands with us,” said Susanta Pal (name changed), a Class XII student who was diagnosed with HIV when he was just 5. “HIV does not spread by kissing, hugging, sharing food/drink, toilet seats, sweat, touching, sneeze/cough or through insect bites. We also want society to know about these from our café. But for that, we first need an opportunity,” said Sathi Biswas (name changed), another Class XII student who specialises in sandwich-making and baking cookies. According to the plan, food and beverages at the 750sqft ground-floor café will be served on disposable plates and there will be no sharp cutleries or glass items that can cause bleeding. “We are not looking for any exceptions or rebate and are ready to pay as per the existing market rate but even then not a single house-owner is ready,” lamented Ghosh."
"146","https://timesofindia.indiatimes.com/city/nagpur/govt-must-extend-facilities-to-lgbtq/articleshow/66077497.cms",2018-10-05,"People should first be humane to each other and not judge anyone on the basis of their sexual preferences, said Nikunj Joshi, LGBTQ activist and CEO of Saarthi Trust on Wednesday. Speaking at a panel discussion on ‘Homosexuality: Changing attitude: Supreme Court and Society’, organized by Press Club of Nagpur in the wake of the historic Supreme Court judgment to decriminalize gay sex. “Though section 377 has been struck down, there still exists a social stigma around homosexuals and transgenders. This could be wiped out by creating awareness as people usually confuse gender with sexuality. Like heterosexuals, our sexuality or sexual orientation is part of our personal life none of which should define us,” said Joshi. LGBTQ community should also start wearing their sexuality on sleeves and shed inhibitions of being different, he added. Transgender activist Vidya Kamble, former major and HIV specialist Dr Milind Bhrushundi, MLA Dr Milind Mane and social activist Girish Gandhi participated in the discussion. Talking about transgenders’ rights, Kamble said, “Today, we are struggling for facilities as basic as a public toilet. We don’t have basic identification documents and it becomes the basis of rejection on professional front. The SC has passed the judgment but the ground reality is different. The government should extend benefits and include us in education schemes,” she said. “We have a population of 750 transgenders in the city and proper education and a little support from the society will help us earn daily bread,” she added. Dr Bhrushundi spoke about issues a homosexual faces while growing up and the positive effect of the judgment in curbing HIV. “A person growing up with different sexual orientation is not just confused about himself but fears facing the society due to stigma. This makes it twice as difficult for him to accept himself and takes a toll on his mental health,” he said. He said, “HIV is mainly prevalent in two sections of the society — heterosexuals aged between 15-25 years and in LGBTQ community. Fortunately, it has now become easier for us to identify the affected persons and curb it disease. It is easier for homosexuals to accept their ailment,” said Bhrushundi."
"147","https://timesofindia.indiatimes.com/city/bengaluru/careers-out-of-curiosity/articleshow/66100889.cms",2018-10-07,"When he was a student in St Stephens, Ashok Alexander went up to the captain of the chess team and asked him for a game, explaining that he had learnt how to play. The captain looked him up and down, and said “I don’t play with beginners.” Eight months later, Alexander was ranked fourth in the Delhi championships, and he had defeated the captain twice. “In college, all I wanted to do was play chess. My academic record was good, but my chess performances were better. I even considered dropping out of college in my third year, to play chess full time, but better counsel prevailed,” he laughs. Alexander’s father was PC Alexander, the IAS officer who later became Indira Gandhi’s principal secretary, the governor of Tamil Nadu and then Maharashtra, and was proposed by AB Vajpayee’s government as their nominee for president of India. His presidency was opposed by the Congress party. “My father’s career saw many highs, but it also saw some tremendous lows. Even back then, there were times when his career was almost wrecked. And though it was my father’s fond hope that I would follow in his footsteps and become an IAS officer, I was sure that I did not want to get into government service. A number of things happened which convinced me that I did not want to be at the mercy of politicians – and frankly, I did not want to be a bureaucrat. I wanted to avoid the IAS at all costs,” Alexander laughs. There were other experiences that shaped the young Alexander when he was growing up. In 1963, his father was posted to New York, working at the UN. The family moved with him, and they stayed there for four years. “I still remember the dates,” says Alexander. We landed in New York on October 15th, 1963. On 22 November, that year, President John F Kennedy was assassinated. Less than three months later, The Beatles appeared on the Ed Sullivan show,” he says. Alexander went to an international school in New York, growing up when the country was undergoing a period of dramatic social change. It was the time of the Vietnam War – with carnage on TV every night. It was the time of student protests against the war. It was a time of flower power and the British invasion, with bands like the Rolling Stones and the Kinks and the Animals and the Yardbirds dominating the charts. And it was also the time of the space race, as the US and the USSR vied for supremacy, and the Indian teen covered his wall with posters of astronauts and spacecraft. But those days had to come to an end. In 1967, PC Alexander decided to return to India. “He was bored. He was finishing his work for the day in two to three hours. And this was anathema to a man who worked almost to the point of collapse when he was in India,” says Alexander. “I was shocked,” he says. Then, he pauses, and reflects. “My father’s career is full of incidents where he gave up what was a comfortable, well paying position, to take up something that he felt he had to do. The pattern seems to have repeated itself in my life as well,” he says. After completing his economics degree from St Stephens, Alexander followed it up with a masters from the Delhi School of Economics, and a Postgraduate Diploma in Management from IIM, Ahmedabad. From IIMA, Alexander joined Price Waterhouse, and did well there. He was posted to Hong Kong, but work still took second place to chess. “It was at one of those chess competitions that I met someone who was working for McKinsey. Now, people who play chess have a reputation for intelligence, but few people realize that chess intelligence doesn’t translate well to real life,” he says, with a twinkle in his eye. “But this person convinced me that I would fit in well at McKinsey. So I applied, flew down to New York, attended a series of interviews and was selected,” he says. But it wasn’t smooth sailing at McKinsey for Alexander. “I was assigned to a project on reinsurance, and I didn’t know anything about it. I also did not get along well with my engagement manager, and at the end of the year, I got a report which began with the words “Good news”, but also included the line “He still has to demonstrate that he has the ability and virtue of teamwork required to succeed in the Firm”. I was quite happy with the report, but when I showed it to others — including my father — their reaction was one of shock. “This means that you are going to be fired if this happens again,” said a colleague. That was the beginning of a dark period for Alexander, but he slowly changed the negative first impression by working tirelessly on a project that no one else wanted, working through a freezing Colorado winter. As his reputation turned around, he also began evangelizing the idea of a McKinsey operation in India. “It was clear that my IIM classmates were as good, if not better that the Harvard types that worked in McKinsey in those days.” McKinsey set up shop in India just as liberalization transformed the country’s economy, and Alexander thrived, ultimately heading the consultancy’s operations in Delhi. And then, Bill Gates visited India. The Gates Foundation was attempting to tackle the problem of HIV, and Alexander accompanied him. Fascinated with the scope of the problem, he left McKinsey to join the Gates Foundation in India. During his nine years as the head of the Gates Foundation in India, he designed and implemented the highly regarded Avahan programme. “Working with the Gates Foundation, I realized that the money, the glamour, all of that was an illusion. I realized that I had to give something back. I really wasn’t prepared for what I would see on the ground. The poverty, the terrible state of a country that I hadn’t really been aware of. It changed me. Some things that I took from McKinsey were my training in problem identification and solving, and it is something that is lacking in many areas of the social sector. Now, Alexander is running his own NGO, the Antara foundation, which works on improving maternal and child health outcomes. “It’s a far cry from working with the Gates Foundation. There we disbursed 370 million dollars over ten years. Now I’m grateful for a donation of a few lakh rupees,” he says. He stops, and thinks for a few seconds. “It’s the steepest learning curve that I have ever encountered he says. But that’s what keeps me going.”"
"148","https://timesofindia.indiatimes.com/city/pune/police-probe-to-fix-role-of-railway-authorities-others/articleshow/66102659.cms",2018-10-07,"PUNE The Pune police have started a probe to fix the responsibility of the railway officials and the contractor in the dismantling of the 40-foot-high metal hoarding frame, which came crashing down on the road near Juna Bazaar on Friday and killed four persons. Police commissioner K Venkatesham told TOI on Saturday, “We have arrested the railway engineer entrusted with the task of removing the hoarding frame on its premises (railway land). We have launched a hunt for the contractor who cut the hoarding frame. We are still probing the case and depending upon the outcome, more action will be taken.” Senior inspector M Mujawar of the Bund Garden police said, “Our investigation is focused on identifying the railway authorities, who gave the contract, those who were monitoring the work and those responsible for the security of people. We have sought documents from the railway authorities related to the contract and allied details, and will examine the same.” Mujawar further said, “The railway authorities had given the contract to remove the hoarding frame to a private contractor, who is at large with his employees. Our team visited the residences of the contractor and his employees, but they were not there at home.” On the probe related to how the accident occurred, Mujawar said, “The frame came crashing down on the autorickshaws and other vehicles on the road with a huge force. The contractor’s employees had started dismantling the metal frame directly from the bottom instead of removing the upper parts of the structure first. They tied a rope to the metal frame and tried to pull it down towards the railway land. But something went wrong, and the frame swung towards the opposite direction and fell on the road with a catapult effect.” The railway authorities did not follow the due diligence, Mujawar said. “They could have halted the vehicular movement on the road for a few minutes while removing the structure or executed the task in the night.” CP meets civic chief Pune police commissioner K Venkatesham and Pune municipal Corporation (PMC) chief Saurabh Rao had a meeting on Saturday on illegal hoardings in the city. “I assured my full support to the civic admininstation in its drive against illegal hoardings. We want to avert such incidents in future,” he said."
"149","https://timesofindia.indiatimes.com/city/pune/soft-skill-training-for-pune-police-control-room-staffers/articleshow/66085016.cms",2018-10-05,"Pune police organized a soft skill workshop cum training programme for the women and men constables and officers posted with the police control room to enhance their capacity and skills while communicating with common citizens. Pune police commissioner K Venkatesham arranged the workshop for the control room staffers on Wednesday. Experts from the field guided the participants and imparted them softs skills and also gave them techniques to overcome stress and anger. On Tuesday, four different women police constables lodged separate cases against unidentified men who made lewd calls to them using the facilities of emergency number of 100. The workshop aimed to answer the calls of people in distress in more compassionate manner, timely response, and how to establish a proper dialogue. Venkatesham said that it is necessary to provide quality services to the citizens and it can be provided only if the control room staff, which is face and primary communication channel. The calls are required to be addressed politely. Pune police control room receives over 5000 calls per day, at present. The number was over 30,000 a week ago. However, with the installation of modern technology, only the genuine calls are transferred to the control room. The high number of calls sometime has adverse impact also, and in some situation, the constables lose their patients. The workshop was aimed to avert such situations."
"150","https://timesofindia.indiatimes.com/city/lucknow/fatehpurs-hiv-village-has-seen-no-fresh-case-in-5-years/articleshow/62976954.cms",2018-02-19,"UDAI SARAI (Fatehpur) Residents of this small village in Fatehpur district would empathise with HIV-affected Bangarmau town in Unnao the most. More than 12 years ago, their village had hit headlines for reporting a large number of HIV positive cases in a health camp. The incident had lent Udai Sarai a negative image, feel its residents, some of them relieved that the tag is now for Bangarmau’s villages. “Whenever I told people I was from Udai Sarai, they used to quickly check if it was the same HIV village that made news a few years ago. Though I was embarrassed, I had to accept the truth,” said former village head Dhanraj. “The Unnao villages’ incident is unfortunate,” he added, referring to the case where a quack had infected 58 people with a syringe. “But things will change if people determine. Take the case of our village, no new HIV case has been reported in Udai Sarai for a few years. This will help us shun the bad image,” he added. Awareness measures have helped Udai Sarai stay HIV-free for 5 years ‘Women spearheading change by discussing prevention’ In the detection in 2005, 52 people had tested positive for HIV. Of them, 48 have died while the remaining are on anti-retroviral therapy. The village, barely 18km from a government hospital, was home to around 500 families at that time. At least one member from each was working in Maharashtra or Gujarat. With migrant population believed to be a major reason for the virus, HIV came to be known as ‘Mumbai wali bimari’ here. Today, 90% of the 700 houses in the village have someone working in Maharashtra but no new case has been reported in the past five years. Women have driven the change by openly talking about prevention, claim health activists and officials. Caution has become their second nature. “Women maketheir husbands get themselves tested for HIV at least once a year,” said Vidya Devi, who was a newly wed in 2005. Anganwadi worker Gyan Swaroopa has been a hero of HIV prevention by counselling the women. Breaking barriers of shame and harassment—there is fear of being teased by men for talking about sex—she speaks openly to every boy who heads to Mumbai. “Isme kahekisharam... jaan hai to jahan hai (Why be ashamed of doing my duty. Health and survival are the most important),” she reasons. As a result, the air of stigma around HIV is absent in this village. “You can pose direct questions on HIV here unlike in other villages. In fact, HIV testing is considered even at the onset of a simplefever,” saidRajendra Sahu of Nehru Yuva Sangathan Tisi, a social organisation working to create awareness around HIV/ AIDS. Village head Jagatpal said: “The men have been told to have sex only with their wives. The elders keep an eye on the behaviour of their children. Those in Mumbai keep an eye on each other and ensure that no one gets deviated. Medical advice is taken for every disease. Even a simple fever is not ignored and HIV testing is done.” “No HIV positive case has been reported from this village in five years,” said Dr SP Jauhari, secretary of the district aids control society. However, HIV cases in Fatehpur district have continued to rise. Against 97 cases in 2014, 163 cases were reported in 2017. January alone this year has seen 27 cases, data from the health department shows."
"151","https://timesofindia.indiatimes.com/city/jaipur/prisoners-to-undergo-hiv-test-in-state/articleshow/63023707.cms",2018-02-22,"Inmates of jails across the state will undergo testing for HIV as Rajasthan State AIDS Control Society (RSACS) and Rajasthan Prisons headquarter, Rajasthan signed MoU for providing HIV prevention and treatment services for prison inmates in the state on Tuesday. Recently in Udaipur's prison, the health authorities conducted screening of 2119 inmates and 40 of them were tested positive for HIV. Besides, more than 15 were intravenous drug users. According to the RSCACS officials, national HIV counselling and testing services guidelines by NACO in 2016 states that HIV screening/ confirmation should be included as an integral component of the health-care service package being offered to the inmates living in prison settings."
