item1,item2,correlation
admitted,son,0.16742981976154392
efforts,families,0.16742981976154392
negative,changed,0.16742981976154392
money,changed,0.16742981976154392
common,aware,0.16742981976154392
unit,special,0.16742981976154392
decided,special,0.16742981976154392
3,justice,0.16742981976154392
admitted,justice,0.16742981976154392
aware,common,0.16742981976154392
nadu,doctors,0.1674155020019323
doctors,nadu,0.1674155020019323
art,free,0.16739283575668004
art,welfare,0.16739283575668004
persons,welfare,0.16739283575668004
free,art,0.16739283575668004
welfare,art,0.16739283575668004
welfare,persons,0.16739283575668004
issue,related,0.16738160240733913
related,issue,0.16738160240733913
started,person,0.16735829081334447
person,started,0.16735829081334447
trichy,prevention,0.16731407975851537
prevention,trichy,0.16731407975851537
goa,change,0.1673072757613602
special,act,0.1673072757613602
justice,act,0.1673072757613602
units,madurai,0.1673072757613602
madurai,units,0.1673072757613602
addicts,daily,0.1673072757613602
daily,addicts,0.1673072757613602
act,special,0.1673072757613602
justice,gay,0.1673072757613602
change,goa,0.1673072757613602
act,justice,0.1673072757613602
gay,justice,0.1673072757613602
dr,virus,0.16717659383100436
virus,dr,0.16717659383100436
policy,human,0.16717586931622136
human,policy,0.16717586931622136
issue,policy,0.16717586931622136
policy,issue,0.16717586931622136
justice,december,0.1671479555285139
common,indian,0.1671479555285139
december,justice,0.1671479555285139
indian,common,0.1671479555285139
project,detected,0.16712779849841805
project,transmission,0.16712779849841805
detected,project,0.16712779849841805
transmission,project,0.16712779849841805
screening,project,0.16712779849841805
project,screening,0.16712779849841805
ago,district,0.16710441687344427
district,ago,0.16710441687344427
status,pregnant,0.167102452385789
pregnant,status,0.167102452385789
infection,tested,0.16701325464765088
tested,infection,0.16701325464765088
infected,infection,0.16701325464765088
infection,infected,0.16701325464765088
90,condition,0.1669545440149544
condition,90,0.1669545440149544
anti,due,0.1669314253847723
due,anti,0.1669314253847723
treatment,tested,0.16682978649260877
tested,treatment,0.16682978649260877
shelter,women,0.16681153124565976
women,shelter,0.16681153124565976
check,negative,0.1667993328040032
money,age,0.1667993328040032
recent,age,0.1667993328040032
check,unit,0.1667993328040032
born,taking,0.1667993328040032
taking,born,0.1667993328040032
check,civil,0.1667993328040032
negative,check,0.1667993328040032
unit,check,0.1667993328040032
civil,check,0.1667993328040032
age,money,0.1667993328040032
diseases,increased,0.1667993328040032
increased,diseases,0.1667993328040032
age,recent,0.1667993328040032
supreme,issue,0.16673295920396386
bench,issue,0.16673295920396386
issue,supreme,0.16673295920396386
issue,bench,0.16673295920396386
art,aids,0.16673133625460906
awareness,health,0.16673133625460906
aids,art,0.16673133625460906
health,awareness,0.16673133625460906
tuberculosis,detected,0.16671626246204105
friday,detected,0.16671626246204105
complaint,mother,0.16671626246204105
antiretroviral,doctor,0.16671626246204105
live,doctor,0.16671626246204105
live,rights,0.16671626246204105
past,village,0.16671626246204105
house,village,0.16671626246204105
parents,body,0.16671626246204105
doctor,antiretroviral,0.16671626246204105
detected,tuberculosis,0.16671626246204105
25,ngo,0.16671626246204105
detected,friday,0.16671626246204105
action,friday,0.16671626246204105
friday,action,0.16671626246204105
mother,complaint,0.16671626246204105
house,complaint,0.16671626246204105
ngo,25,0.16671626246204105
immediately,25,0.16671626246204105
village,past,0.16671626246204105
village,house,0.16671626246204105
complaint,house,0.16671626246204105
body,parents,0.16671626246204105
doctor,live,0.16671626246204105
rights,live,0.16671626246204105
25,immediately,0.16671626246204105
started,1,0.16670443970613
1,started,0.16670443970613
drugs,added,0.16670376949985338
days,added,0.16670376949985338
added,drugs,0.16670376949985338
added,days,0.16670376949985338
reported,medical,0.16667884328524663
medical,reported,0.16667884328524663
informed,hospital,0.16635646984007754
visited,hospital,0.16635646984007754
hospital,informed,0.16635646984007754
hospital,visited,0.16635646984007754
head,maharashtra,0.16635011050879156
leading,doctor,0.16635011050879156
doctor,leading,0.16635011050879156
action,leading,0.16635011050879156
marriage,rights,0.16635011050879156
father,body,0.16635011050879156
leading,action,0.16635011050879156
prevent,action,0.16635011050879156
father,complaint,0.16635011050879156
action,prevent,0.16635011050879156
maharashtra,head,0.16635011050879156
body,father,0.16635011050879156
complaint,father,0.16635011050879156
rights,marriage,0.16635011050879156
de,dr,0.16629752630943478
dr,de,0.16629752630943478
virudhunagar,tested,0.16625770844013085
tested,virudhunagar,0.16625770844013085
drugs,mumbai,0.16620227002795993
authorities,informed,0.16620227002795993
days,informed,0.16620227002795993
informed,authorities,0.16620227002795993
mumbai,drugs,0.16620227002795993
it’s,drugs,0.16620227002795993
drugs,it’s,0.16620227002795993
informed,days,0.16620227002795993
disease,infected,0.16617744289985822
infected,disease,0.16617744289985822
support,care,0.1661711228344006
children,therapy,0.1661711228344006
therapy,children,0.1661711228344006
support,children,0.1661711228344006
care,support,0.1661711228344006
children,support,0.1661711228344006
public,sex,0.16611778486781542
sex,public,0.16611778486781542
affected,check,0.16611776562606795
check,affected,0.16611776562606795
blood,district,0.16609095970748
district,blood,0.16609095970748
hepatitis,tested,0.16609095970747995
hepatitis,found,0.16609095970747995
tested,hepatitis,0.16609095970747995
found,hepatitis,0.16609095970747995
awareness,population,0.1660655733489088
population,awareness,0.1660655733489088
days,week,0.16605740739914848
administration,authorities,0.16605740739914848
justice,authorities,0.16605740739914848
week,days,0.16605740739914848
authorities,administration,0.16605740739914848
authorities,justice,0.16605740739914848
section,time,0.16604395800429322
reported,added,0.16604395800429322
added,reported,0.16604395800429322
time,section,0.16604395800429322
persons,tested,0.16602404600314305
tested,persons,0.16602404600314305
awareness,1,0.16599903434030447
18,art,0.16599903434030447
art,18,0.16599903434030447
1,awareness,0.16599903434030447
period,tested,0.16597715979024313
tested,period,0.16597715979024313
found,transfused,0.16597715979024313
transfused,found,0.16597715979024313
earlier,patients,0.16573073232016167
patients,earlier,0.16573073232016167
accused,earlier,0.1656933255758496
donation,secretary,0.1656933255758496
secretary,donation,0.1656933255758496
set,road,0.1656933255758496
earlier,accused,0.1656933255758496
road,set,0.1656933255758496
workers,safe,0.16566307331251642
safe,workers,0.16566307331251642
provide,patient,0.16566307331251642
patient,provide,0.16566307331251642
called,identified,0.16566307331251642
called,lives,0.16566307331251642
identified,called,0.16566307331251642
lives,called,0.16566307331251642
mp,national,0.16565485452952822
national,mp,0.16565485452952822
drug,dr,0.16564602657114708
counselling,dr,0.16564602657114708
dr,drug,0.16564602657114708
dr,counselling,0.16564602657114708
tb,dr,0.1656353372172283
samples,dr,0.1656353372172283
donation,dr,0.1656353372172283
donor,district,0.1656353372172283
dr,tb,0.1656353372172283
dr,samples,0.1656353372172283
district,donor,0.1656353372172283
dr,donation,0.1656353372172283
social,project,0.1655959393695163
project,social,0.1655959393695163
decided,treatment,0.16556788389197785
treatment,decided,0.16556788389197785
haryana,90,0.16556368279775993
90,haryana,0.16556368279775993
detected,positive,0.1653338499487098
positive,detected,0.1653338499487098
2017,testing,0.1653176018658252
drug,infections,0.1653176018658252
2017,infections,0.1653176018658252
infections,drug,0.1653176018658252
testing,2017,0.1653176018658252
infections,2017,0.1653176018658252
counselling,home,0.1653176018658252
home,counselling,0.1653176018658252
age,experts,0.16529194950580192
experts,age,0.16529194950580192
live,age,0.16529194950580192
antiretroviral,taking,0.16529194950580192
taking,antiretroviral,0.16529194950580192
diseases,tuberculosis,0.16529194950580192
age,live,0.16529194950580192
tuberculosis,diseases,0.16529194950580192
15,sex,0.1652690195002548
sex,15,0.1652690195002548
support,start,0.1652690195002548
support,wednesday,0.1652690195002548
recently,therapy,0.1652690195002548
start,support,0.1652690195002548
wednesday,support,0.1652690195002548
therapy,recently,0.1652690195002548
medical,family,0.16525290075626445
family,medical,0.16525290075626445
sexual,transmission,0.16516443451615995
village,ago,0.16516443451615995
body,ago,0.16516443451615995
ago,village,0.16516443451615995
provided,village,0.16516443451615995
ago,body,0.16516443451615995
village,provided,0.16516443451615995
action,provided,0.16516443451615995
provided,action,0.16516443451615995
transmission,sexual,0.16516443451615995
provided,tested,0.16506643292606396
tested,provided,0.16506643292606396
committee,transfused,0.16503363269170268
transfused,committee,0.16503363269170268
rehabilitation,hope,0.16503363269170268
hope,rehabilitation,0.16503363269170268
counselling,run,0.16502022567959088
run,counselling,0.16502022567959088
trafficking,life,0.1649396027014322
life,trafficking,0.1649396027014322
initiative,spread,0.16491921667869405
head,30,0.16491921667869405
30,head,0.16491921667869405
initiative,country,0.16491921667869405
spread,initiative,0.16491921667869405
country,initiative,0.16491921667869405
officials,data,0.16489274226722592
data,officials,0.16489274226722592
programme,central,0.1648391953797068
section,police,0.1648391953797068
central,programme,0.1648391953797068
education,programme,0.1648391953797068
programme,education,0.1648391953797068
police,section,0.1648391953797068
official,time,0.16479038850945243
house,time,0.16479038850945243
time,official,0.16479038850945243
time,house,0.16479038850945243
officer,night,0.16477907023829425
night,officer,0.16477907023829425
director,transmission,0.16477538702086947
transmission,director,0.16477538702086947
act,testing,0.16475383606768992
laboratory,drug,0.16475383606768992
drug,laboratory,0.16475383606768992
month,laboratory,0.16475383606768992
testing,act,0.16475383606768992
counselling,madurai,0.16475383606768992
madurai,counselling,0.16475383606768992
laboratory,month,0.16475383606768992
age,time,0.16472705815377017
time,age,0.16472705815377017
chief,sharma,0.16470588235294117
country,sharma,0.16470588235294117
sharma,chief,0.16470588235294117
sharma,country,0.16470588235294117
authorities,due,0.16467807746782526
due,authorities,0.16467807746782526
months,10,0.16463059462279625
10,months,0.16463059462279625
1,15,0.16462896107905692
15,1,0.16462896107905692
20,1,0.16462896107905692
suicide,wednesday,0.16462896107905692
recently,death,0.16462896107905692
wednesday,suicide,0.16462896107905692
20,suicide,0.16462896107905692
1,20,0.16462896107905692
suicide,20,0.16462896107905692
death,recently,0.16462896107905692
joint,18,0.16462765747321598
increased,18,0.16462765747321598
civil,death,0.16462765747321598
wife,death,0.16462765747321598
death,civil,0.16462765747321598
18,joint,0.16462765747321598
wife,suicide,0.16462765747321598
thursday,suicide,0.16462765747321598
families,suicide,0.16462765747321598
recent,suicide,0.16462765747321598
youth,admitted,0.16462765747321598
death,wife,0.16462765747321598
suicide,wife,0.16462765747321598
suicide,thursday,0.16462765747321598
18,increased,0.16462765747321598
suicide,families,0.16462765747321598
admitted,youth,0.16462765747321598
suicide,recent,0.16462765747321598
society,world,0.16456509509730013
world,society,0.16456509509730013
hepatitis,officials,0.16455383288615846
officials,hepatitis,0.16455383288615846
medical,free,0.16447727580601304
free,medical,0.16447727580601304
donors,dr,0.1643989873053573
goa,dr,0.1643989873053573
laboratory,transfusion,0.1643989873053573
transfusion,laboratory,0.1643989873053573
dr,donors,0.1643989873053573
gay,workers,0.1643989873053573
goa,patient,0.1643989873053573
gay,called,0.1643989873053573
workers,gay,0.1643989873053573
called,gay,0.1643989873053573
dr,goa,0.1643989873053573
patient,goa,0.1643989873053573
syringes,dr,0.16434393378347914
counsellors,district,0.16434393378347914
district,counsellors,0.16434393378347914
dr,syringes,0.16434393378347914
life,related,0.16429458310178502
related,life,0.16429458310178502
supreme,bill,0.1642857142857143
virudhunagar,counsellors,0.1642857142857143
counsellors,virudhunagar,0.1642857142857143
bench,virudhunagar,0.1642857142857143
syringes,addiction,0.1642857142857143
bill,supreme,0.1642857142857143
virudhunagar,bench,0.1642857142857143
addiction,syringes,0.1642857142857143
accused,jail,0.16428571428571428
donation,sattur,0.16428571428571428
sattur,donation,0.16428571428571428
jail,accused,0.16428571428571428
antiretroviral,mother,0.16428571428571426
conducted,anti,0.16428571428571426
2018,anti,0.16428571428571426
anti,conducted,0.16428571428571426
mother,antiretroviral,0.16428571428571426
parents,antiretroviral,0.16428571428571426
2018,antiretroviral,0.16428571428571426
2018,tuberculosis,0.16428571428571426
antiretroviral,parents,0.16428571428571426
live,parents,0.16428571428571426
anti,2018,0.16428571428571426
antiretroviral,2018,0.16428571428571426
tuberculosis,2018,0.16428571428571426
parents,live,0.16428571428571426
shelter,12,0.16399807554407833
mp,refused,0.16399807554407833
shelter,refused,0.16399807554407833
shelter,set,0.16399807554407833
refused,mp,0.16399807554407833
12,shelter,0.16399807554407833
refused,shelter,0.16399807554407833
set,shelter,0.16399807554407833
rehabilitation,anti,0.16398401233815757
inmates,prevalence,0.16398401233815757
chandigarh,antiretroviral,0.16398401233815757
inmates,antiretroviral,0.16398401233815757
rehabilitation,tuberculosis,0.16398401233815757
sharma,ngo,0.16398401233815757
inmates,parents,0.16398401233815757
ngo,sharma,0.16398401233815757
antiretroviral,chandigarh,0.16398401233815757
anti,rehabilitation,0.16398401233815757
tuberculosis,rehabilitation,0.16398401233815757
prevalence,inmates,0.16398401233815757
antiretroviral,inmates,0.16398401233815757
parents,inmates,0.16398401233815757
affected,15,0.16381425862091434
medicines,start,0.16381425862091434
bank,wednesday,0.16381425862091434
wednesday,bank,0.16381425862091434
2016,bank,0.16381425862091434
start,medicines,0.16381425862091434
bank,2016,0.16381425862091434
affected,2016,0.16381425862091434
15,affected,0.16381425862091434
2016,affected,0.16381425862091434
accused,private,0.16373425231250166
police,jail,0.16373425231250166
jail,police,0.16373425231250166
private,accused,0.16373425231250166
report,health,0.16363360377426453
health,report,0.16363360377426453
court,public,0.16348734079150698
public,court,0.16348734079150698
mumbai,facilities,0.1633885823983607
diagnosed,data,0.1633885823983607
facilities,mumbai,0.1633885823983607
november,safe,0.1633885823983607
provide,lead,0.1633885823983607
safe,november,0.1633885823983607
secretary,team,0.1633885823983607
brought,visited,0.1633885823983607
team,secretary,0.1633885823983607
issued,secretary,0.1633885823983607
visited,brought,0.1633885823983607
lead,provide,0.1633885823983607
secretary,issued,0.1633885823983607
foundation,lives,0.1633885823983607
lives,foundation,0.1633885823983607
set,foundation,0.1633885823983607
foundation,set,0.1633885823983607
data,diagnosed,0.1633885823983607
born,10,0.16338678574846519
born,woman,0.16338678574846519
families,woman,0.16338678574846519
10,born,0.16338678574846519
woman,born,0.16338678574846519
woman,families,0.16338678574846519
india,2017,0.16337293045694012
2017,india,0.16337293045694012
informed,registered,0.16335385869832214
registered,informed,0.16335385869832214
team,bank,0.16335385869832214
bank,team,0.16335385869832214
million,people,0.16333120619014266
377,people,0.16333120619014266
people,million,0.16333120619014266
people,377,0.16333120619014266
transgender,wednesday,0.16332826801151862
board,wednesday,0.16332826801151862
de,recently,0.16332826801151862
wednesday,transgender,0.16332826801151862
recently,de,0.16332826801151862
wednesday,board,0.16332826801151862
lake,spread,0.16327956613816152
spread,lake,0.16327956613816152
disease,national,0.1632504840090084
national,disease,0.1632504840090084
foundation,life,0.1632422521353834
life,foundation,0.1632422521353834
rehabilitation,time,0.16323531488338658
time,rehabilitation,0.16323531488338658
90,detected,0.1631994287363872
90,transmission,0.1631994287363872
detected,90,0.1631994287363872
transmission,90,0.1631994287363872
trafficking,workers,0.1631883414420549
alcohol,hepatitis,0.1631883414420549
workers,trafficking,0.1631883414420549
hepatitis,alcohol,0.1631883414420549
rs,tests,0.16314160918399784
tests,rs,0.16314160918399784
days,bank,0.16314160918399784
bank,days,0.16314160918399784
suffering,leading,0.16298915576085318
hepatitis,leading,0.16298915576085318
leading,suffering,0.16298915576085318
marriage,workers,0.16298915576085318
called,head,0.16298915576085318
workers,marriage,0.16298915576085318
called,stated,0.16298915576085318
head,called,0.16298915576085318
stated,called,0.16298915576085318
leading,hepatitis,0.16298915576085318
infection,hiv,0.1629552212881742
hiv,infection,0.1629552212881742
tamil,services,0.16293351434584408
patient,hospitals,0.16293351434584408
services,tamil,0.16293351434584408
hospitals,patient,0.16293351434584408
test,society,0.16292365588538338
society,test,0.16292365588538338
trichy,july,0.1629234916922133
july,trichy,0.1629234916922133
initiative,trichy,0.1629234916922133
trichy,initiative,0.1629234916922133
test,director,0.1628439738101948
director,test,0.1628439738101948
person,infection,0.16282444111439986
awareness,infection,0.16282444111439986
awareness,child,0.16282444111439986
infection,person,0.16282444111439986
centres,persons,0.16282444111439986
persons,centres,0.16282444111439986
awareness,centres,0.16282444111439986
infection,awareness,0.16282444111439986
child,awareness,0.16282444111439986
centres,awareness,0.16282444111439986
visited,government,0.1628206689686247
issued,government,0.1628206689686247
government,visited,0.1628206689686247
government,issued,0.1628206689686247
check,health,0.16271901006457792
health,check,0.16271901006457792
programme,society,0.1627028872417657
society,programme,0.1627028872417657
diseases,dr,0.16269784336399218
check,district,0.16269784336399218
district,check,0.16269784336399218
dr,diseases,0.16269784336399218
minister,welfare,0.1626409017713365
welfare,minister,0.1626409017713365
liver,disease,0.16252090166578842
disease,liver,0.16252090166578842
transmission,women,0.1625209016657884
women,transmission,0.1625209016657884
public,officials,0.16245538642137905
officials,public,0.16245538642137905
programme,community,0.1624374572114772
community,programme,0.1624374572114772
infections,treatment,0.16241410834312436
treatment,infections,0.16241410834312436
madurai,doctors,0.16240336546384607
cancer,doctors,0.16240336546384607
doctors,madurai,0.16240336546384607
doctors,cancer,0.16240336546384607
control,data,0.16237256588149057
data,control,0.16237256588149057
water,bank,0.16235387832059536
bank,water,0.16235387832059536
stigma,testing,0.1623475933839281
antiretroviral,infections,0.1623475933839281
anti,drug,0.1623475933839281
2017,experts,0.1623475933839281
month,experts,0.1623475933839281
testing,stigma,0.1623475933839281
experts,2017,0.1623475933839281
drug,anti,0.1623475933839281
infections,antiretroviral,0.1623475933839281
ngo,home,0.1623475933839281
home,ngo,0.1623475933839281
experts,month,0.1623475933839281
art,control,0.16232604020776317
control,art,0.16232604020776317
transmission,infection,0.16225900125135975
screening,infection,0.16225900125135975
transmission,child,0.16225900125135975
body,child,0.16225900125135975
action,child,0.16225900125135975
infection,transmission,0.16225900125135975
child,transmission,0.16225900125135975
child,body,0.16225900125135975
infection,screening,0.16225900125135975
child,action,0.16225900125135975
national,activist,0.162237423066666
activist,national,0.162237423066666
foundation,bill,0.1621279246519116
virudhunagar,informed,0.1621279246519116
addiction,informed,0.1621279246519116
supreme,lead,0.1621279246519116
counsellors,deaths,0.1621279246519116
deaths,counsellors,0.1621279246519116
virudhunagar,incident,0.1621279246519116
bench,incident,0.1621279246519116
informed,virudhunagar,0.1621279246519116
incident,virudhunagar,0.1621279246519116
issued,virudhunagar,0.1621279246519116
virudhunagar,issued,0.1621279246519116
bench,issued,0.1621279246519116
bill,foundation,0.1621279246519116
syringes,major,0.1621279246519116
informed,addiction,0.1621279246519116
lead,supreme,0.1621279246519116
incident,bench,0.1621279246519116
issued,bench,0.1621279246519116
major,syringes,0.1621279246519116
data,aids,0.16209367875364805
aids,data,0.16209367875364805
added,due,0.16207374181439313
due,added,0.16207374181439313
sex,aids,0.1619599372758292
aids,sex,0.1619599372758292
bench,sexual,0.16188478362192302
sexual,bench,0.16188478362192302
india,discrimination,0.16182996264909014
discrimination,india,0.16182996264909014
efforts,india,0.16182996264909014
india,efforts,0.16182996264909014
donation,provided,0.1618121637991088
provided,donation,0.1618121637991088
reported,risk,0.1617810839273563
risk,reported,0.1617810839273563
section,support,0.1617810839273563
support,section,0.1617810839273563
children,mother,0.1617599083289297
2018,care,0.1617599083289297
mother,children,0.1617599083289297
care,2018,0.1617599083289297
taking,therapy,0.16174380169817712
therapy,taking,0.16174380169817712
support,taking,0.16174380169817712
taking,support,0.16174380169817712
son,hospital,0.16170083897405613
hospital,son,0.16170083897405613
infection,government,0.16159890436765906
centres,government,0.16159890436765906
government,infection,0.16159890436765906
government,centres,0.16159890436765906
goa,society,0.1615986374767443
society,goa,0.1615986374767443
million,medicines,0.1615699015888901
million,affected,0.1615699015888901
medicines,million,0.1615699015888901
affected,million,0.1615699015888901
de,centre,0.161551568671577
centre,de,0.161551568671577
period,women,0.161529320133084
women,period,0.161529320133084
staff,public,0.16151457061744964
public,staff,0.16151457061744964
started,woman,0.16134938574854885
woman,started,0.16134938574854885
medical,department,0.1612635021379256
department,medical,0.1612635021379256
national,2017,0.16117767885355075
2017,national,0.16117767885355075
doctors,condition,0.1611615951769998
condition,doctors,0.1611615951769998
hospitals,doctors,0.1611615951769998
husband,doctors,0.1611615951769998
doctors,hospitals,0.1611615951769998
doctors,husband,0.1611615951769998
indian,world,0.16111907278600854
world,indian,0.16111907278600854
informed,report,0.161104333093564
report,informed,0.161104333093564
foundation,started,0.161104333093564
started,foundation,0.161104333093564
screening,tested,0.16104008210994247
complaint,infected,0.16104008210994247
transmission,blood,0.16104008210994247
body,blood,0.16104008210994247
screening,blood,0.16104008210994247
blood,transmission,0.16104008210994247
blood,body,0.16104008210994247
25,found,0.16104008210994247
tested,screening,0.16104008210994247
blood,screening,0.16104008210994247
infected,complaint,0.16104008210994247
found,25,0.16104008210994247
units,testing,0.16104002006667023
viral,drug,0.16104002006667023
testing,units,0.16104002006667023
home,daily,0.16104002006667023
daily,home,0.16104002006667023
drug,viral,0.16104002006667023
month,viral,0.16104002006667023
viral,month,0.16104002006667023
son,run,0.16096680858568693
special,run,0.16096680858568693
run,son,0.16096680858568693
run,special,0.16096680858568693
medicines,treatment,0.16090780786328315
treatment,medicines,0.16090780786328315
national,medical,0.16086582119258366
medical,national,0.16086582119258366
chief,human,0.16081717084956892
human,chief,0.16081717084956892
infections,mumbai,0.16077572514260682
drug,mumbai,0.16077572514260682
mumbai,infections,0.16077572514260682
mumbai,drug,0.16077572514260682
diagnosed,2017,0.16077572514260682
2017,diagnosed,0.16077572514260682
patients,maharashtra,0.16077289853654925
maharashtra,patients,0.16077289853654925
civil,organisation,0.160743237983659
admitted,court,0.160743237983659
thursday,court,0.160743237983659
organisation,civil,0.160743237983659
court,admitted,0.160743237983659
court,thursday,0.160743237983659
central,services,0.16064902119234206
services,central,0.16064902119234206
world,living,0.16059238653682448
living,world,0.16059238653682448
taking,sunday,0.16057912918074008
sunday,taking,0.16057912918074008
mother,living,0.1605270633996276
stigma,living,0.1605270633996276
parents,living,0.1605270633996276
living,mother,0.1605270633996276
conducted,director,0.1605270633996276
living,stigma,0.1605270633996276
director,conducted,0.1605270633996276
centre,antiretroviral,0.1605270633996276
centre,tuberculosis,0.1605270633996276
antiretroviral,centre,0.1605270633996276
tuberculosis,centre,0.1605270633996276
living,parents,0.1605270633996276
1,test,0.16049069614255101
test,1,0.16049069614255101
day,people,0.16032485779013858
people,day,0.16032485779013858
chief,authorities,0.16029718389845593
authorities,chief,0.16029718389845593
father,children,0.16026273141790165
children,father,0.16026273141790165
treatment,virus,0.16021748611541395
virus,treatment,0.16021748611541395
ensure,society,0.16021727437151181
society,ensure,0.16021727437151181
started,support,0.1602010496322828
support,started,0.1602010496322828
counsellors,health,0.16014772958449094
virudhunagar,health,0.16014772958449094
health,counsellors,0.16014772958449094
health,virudhunagar,0.16014772958449094
patients,treatment,0.16014521685098826
treatment,patients,0.16014521685098826
including,organisation,0.16010506230499313
organisation,including,0.16010506230499313
counsellor,hospital,0.1600649350649351
hospital,counsellor,0.1600649350649351
married,10,0.16002054732830057
girl,10,0.16002054732830057
son,woman,0.16002054732830057
justice,woman,0.16002054732830057
10,married,0.16002054732830057
10,girl,0.16002054732830057
woman,son,0.16002054732830057
woman,justice,0.16002054732830057
check,department,0.1600170906696114
check,centre,0.1600170906696114
department,check,0.1600170906696114
centre,check,0.1600170906696114
age,positive,0.15997162808045423
positive,age,0.15997162808045423
staff,centre,0.1599426152488753
centre,staff,0.1599426152488753
control,mumbai,0.15991611780281242
mumbai,control,0.15991611780281242
reported,due,0.1598723712589185
section,due,0.1598723712589185
due,reported,0.1598723712589185
due,section,0.1598723712589185
condition,ago,0.15984038536065903
ago,condition,0.15984038536065903
rehabilitation,based,0.15983712836901556
based,rehabilitation,0.15983712836901556
provide,government,0.15975975407015272
government,provide,0.15975975407015272
ensure,detected,0.15974461276617433
recently,detected,0.15974461276617433
body,start,0.15974461276617433
5,start,0.15974461276617433
ensure,donated,0.15974461276617433
start,body,0.15974461276617433
start,5,0.15974461276617433
singh,network,0.15974461276617433
ensure,screening,0.15974461276617433
detected,ensure,0.15974461276617433
donated,ensure,0.15974461276617433
screening,ensure,0.15974461276617433
singh,25,0.15974461276617433
network,singh,0.15974461276617433
25,singh,0.15974461276617433
detected,recently,0.15974461276617433
de,rehabilitation,0.1597108266586964
rehabilitation,de,0.1597108266586964
testing,positive,0.15969977762614843
positive,testing,0.15969977762614843
medical,treatment,0.15967964240773883
treatment,medical,0.15967964240773883
centres,12,0.159669468828003
12,centres,0.159669468828003
stated,risk,0.1596002743717287
stated,support,0.1596002743717287
initiative,based,0.1596002743717287
risk,stated,0.1596002743717287
support,stated,0.1596002743717287
based,initiative,0.1596002743717287
care,condition,0.15955998830910212
condition,care,0.15955998830910212
aids,population,0.15954797567785456
population,aids,0.15954797567785456
increased,aids,0.15954797567785456
increased,health,0.15954797567785456
aids,increased,0.15954797567785456
health,increased,0.15954797567785456
counsellors,hospital,0.1595198217017871
hospital,counsellors,0.1595198217017871
age,child,0.15950587537139121
taking,child,0.15950587537139121
child,age,0.15950587537139121
child,taking,0.15950587537139121
transmission,world,0.15950227877216755
world,transmission,0.15950227877216755
married,mumbai,0.1594301994939315
girl,mumbai,0.1594301994939315
lead,discrimination,0.1594301994939315
it’s,discrimination,0.1594301994939315
justice,informed,0.1594301994939315
discrimination,lead,0.1594301994939315
daily,november,0.1594301994939315
november,daily,0.1594301994939315
it’s,daily,0.1594301994939315
discrimination,it’s,0.1594301994939315
daily,it’s,0.1594301994939315
diagnosed,viral,0.1594301994939315
released,viral,0.1594301994939315
mumbai,married,0.1594301994939315
mumbai,girl,0.1594301994939315
justice,issued,0.1594301994939315
diagnosed,son,0.1594301994939315
viral,diagnosed,0.1594301994939315
son,diagnosed,0.1594301994939315
viral,released,0.1594301994939315
informed,justice,0.1594301994939315
issued,justice,0.1594301994939315
people,spread,0.15937146308208877
spread,people,0.15937146308208877
india,population,0.15935127484002531
population,india,0.15935127484002531
joint,india,0.15935127484002531
india,joint,0.15935127484002531
authorities,wednesday,0.15927194074656684
wednesday,authorities,0.15927194074656684
transfused,officials,0.159241955157697
officials,transfused,0.159241955157697
laboratory,hospital,0.15919241609519386
donors,hospital,0.15919241609519386
hospital,laboratory,0.15919241609519386
hospital,donors,0.15919241609519386
million,programme,0.15918759593459247
programme,million,0.15918759593459247
medicines,national,0.1591817084502657
national,medicines,0.1591817084502657
wednesday,hospital,0.15903846416105374
hospital,wednesday,0.15903846416105374
transfusion,infection,0.15898070369577946
infection,transfusion,0.15898070369577946
days,test,0.15891043154093207
test,days,0.15891043154093207
private,tested,0.15890297020788097
private,blood,0.15890297020788097
tested,private,0.15890297020788097
blood,private,0.15890297020788097
villagers,sunday,0.15888283829300867
villagers,hope,0.15888283829300867
water,hope,0.15888283829300867
sunday,villagers,0.15888283829300867
hope,villagers,0.15888283829300867
hope,water,0.15888283829300867
stated,act,0.1588575663109765
donors,night,0.1588575663109765
night,donors,0.1588575663109765
gay,head,0.1588575663109765
gay,marriage,0.1588575663109765
act,stated,0.1588575663109765
head,gay,0.1588575663109765
marriage,gay,0.1588575663109765
milk,testing,0.15884283281160047
milk,2017,0.15884283281160047
testing,milk,0.15884283281160047
2017,milk,0.15884283281160047
taking,age,0.15882352941176475
diseases,age,0.15882352941176475
age,taking,0.15882352941176475
age,diseases,0.15882352941176475
related,jail,0.15881366463389895
death,jail,0.15881366463389895
jail,related,0.15881366463389895
tb,18,0.15881366463389895
jail,death,0.15881366463389895
18,tb,0.15881366463389895
told,pregnant,0.15880991227028027
pregnant,told,0.15880991227028027
units,patients,0.1587903243034748
patients,units,0.1587903243034748
alexander,december,0.1587601615957003
liver,welfare,0.1587601615957003
trafficking,minister,0.1587601615957003
liver,indian,0.1587601615957003
minister,trafficking,0.1587601615957003
december,alexander,0.1587601615957003
welfare,liver,0.1587601615957003
indian,liver,0.1587601615957003
prevalence,organisation,0.1587425617980231
past,human,0.1587425617980231
live,human,0.1587425617980231
organisation,prevalence,0.1587425617980231
human,past,0.1587425617980231
human,live,0.1587425617980231
